,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,InquiriesLast6Months,TotalInquiries,BankcardUtilization,TotalTrades,LoanOriginalAmount,MonthlyLoanPayment,DebtToIncomeRatio,LoanOriginalAmount
73826,C,36,Completed,2008-03-26 00:00:00,0.14307,0.136,0.126,WI,Professional,Full-time,15.0,False,"$25,000-49,999",True,3708.333333,1.0,8.0,0.85,16.0,3000,101.95,0.08,3000
73827,C,36,Defaulted,2008-03-15 00:00:00,0.29775999999999997,0.29,0.28,CA,Skilled Labor,Full-time,225.0,True,"$100,000+",True,10416.666667,5.0,18.0,0.9,24.0,15000,628.59,0.39,15000
73829,AA,36,Completed,2010-12-14 00:00:00,0.127,0.12,0.12,MI,Realtor,Full-time,168.0,True,"$25,000-49,999",True,3333.333333,3.0,12.0,0.09,43.0,4000,132.86,0.48,4000
73837,AA,36,Completed,2011-04-26 00:00:00,0.1266,0.1196,0.1096,OH,Other,Full-time,88.0,True,"$25,000-49,999",True,3083.333333,1.0,1.0,0.26,14.0,17000,564.32,0.36,17000
73843,A,36,Completed,2008-04-03 00:00:00,0.10943,0.1025,0.0925,CA,Executive,Full-time,141.0,False,"$75,000-99,999",True,7500.0,1.0,3.0,0.31,15.0,9999,323.81,0.15,9999
73846,C,36,Defaulted,2009-07-23 00:00:00,0.20058,0.1785,0.1685,ID,Clerical,Full-time,85.0,False,"$25,000-49,999",True,2166.666667,0.0,0.0,0.15,17.0,3000,108.23,0.25,3000
73875,HR,36,Chargedoff,2008-11-29 00:00:00,0.24506999999999998,0.23,0.21,CA,Other,Self-employed,107.0,False,"$1-24,999",True,1458.333333,5.0,11.0,1.01,8.0,2551,98.75,0.07,2551
73876,C,36,Chargedoff,2009-10-01 00:00:00,0.16516,0.158,0.148,CO,Professional,Full-time,52.0,True,"$50,000-74,999",True,5750.0,5.0,8.0,0.59,33.0,4000,140.23,0.1,4000
73889,C,36,Defaulted,2009-03-30 00:00:00,0.14207,0.135,0.125,IA,Police Officer/Correction Officer,Full-time,32.0,True,"$25,000-49,999",True,3753.5,1.0,7.0,0.29,18.0,9999,339.32,0.33,9999
73892,C,36,Completed,2010-07-02 00:00:00,0.20735,0.2,0.19,IL,Other,Full-time,62.0,False,"$25,000-49,999",True,2333.333333,0.0,4.0,0.19,3.0,6000,215.46,0.11,6000
73893,AA,36,Completed,2008-08-26 00:00:00,0.12197999999999999,0.115,0.105,FL,Retail Management,Full-time,200.0,True,"$25,000-49,999",True,3833.333333,0.0,1.0,0.1,32.0,17000,560.59,0.24,17000
73923,HR,36,Completed,2011-06-18 00:00:00,0.37453000000000003,0.35,0.34,CA,Skilled Labor,Full-time,9.0,False,"$1-24,999",True,2000.0,3.0,5.0,0.97,3.0,2700,120.2,0.28,2700
73926,B,36,Defaulted,2011-10-25 00:00:00,0.17848,0.164,0.154,FL,Attorney,Full-time,34.0,False,"$50,000-74,999",True,4583.333333,1.0,3.0,0.4,24.0,15000,221.46,0.34,15000
73927,D,36,Defaulted,2008-10-28 00:00:00,0.25756999999999997,0.25,0.23,MO,Other,Part-time,22.0,False,Not displayed,True,833.333333,0.0,6.0,0.51,10.0,6000,238.56,0.6,6000
73939,E,36,Completed,2011-01-21 00:00:00,0.25278,0.23,0.22,OR,Skilled Labor,Full-time,37.0,False,"$50,000-74,999",True,5666.666667,4.0,7.0,0.86,32.0,2000,23.15,0.19,2000
73941,C,36,Completed,2011-09-22 00:00:00,0.20058,0.1785,0.1685,WA,Administrative Assistant,Full-time,324.0,True,"$25,000-49,999",True,3598.333333,9.0,25.0,0.6,34.0,3000,108.23,0.05,3000
73943,AA,36,Chargedoff,2009-06-24 00:00:00,0.15462,0.1475,0.1375,CA,Computer Programmer,Full-time,26.0,True,"$75,000-99,999",True,8166.666667,1.0,18.0,0.0,23.0,25000,863.58,0.11,25000
73946,D,36,Completed,2010-06-05 00:00:00,0.12759,0.11,0.095,VA,Analyst,Full-time,71.0,False,"$25,000-49,999",True,3500.0,4.0,9.0,0.71,11.0,1000,32.74,0.15,1000
73958,C,36,Completed,2008-07-16 00:00:00,0.17464000000000002,0.1529,0.1429,IL,Food Service Management,Full-time,203.0,True,"$100,000+",True,8333.333333,4.0,11.0,0.82,22.0,2500,87.02,0.1,2500
73961,D,36,Completed,2011-09-25 00:00:00,0.27691,0.2538,0.2438,NJ,Other,Full-time,35.0,False,"$50,000-74,999",True,4166.666667,2.0,6.0,0.8,23.0,2500,99.9,0.19,2500
73966,AA,36,Completed,2009-05-09 00:00:00,0.127,0.12,0.115,WA,Engineer - Electrical,Full-time,17.0,True,"$50,000-74,999",True,5416.666667,0.0,1.0,0.31,27.0,25000,830.36,0.27,25000
73973,B,36,Completed,2010-03-01 00:00:00,0.14709,0.14,0.13,MO,Construction,Full-time,28.0,False,"$25,000-49,999",True,2416.666667,0.0,1.0,0.78,9.0,7500,256.33,0.26,7500
73974,AA,36,Completed,2011-01-24 00:00:00,0.07379,0.067,0.057,NJ,Waiter/Waitress,Full-time,2.0,False,"$1-24,999",True,866.666667,1.0,3.0,0.16,2.0,3000,92.22,0.12,3000
73978,HR,36,Chargedoff,2008-12-03 00:00:00,0.27535,0.26,0.24,CA,Social Worker,Full-time,59.0,False,"$25,000-49,999",True,3335.416667,7.0,16.0,0.94,19.0,2551,102.78,0.09,2551
73979,AA,36,Completed,2010-03-31 00:00:00,0.12439000000000001,0.1174,0.1124,MN,Computer Programmer,Full-time,62.0,True,"$50,000-74,999",True,5320.666667,0.0,2.0,0.02,21.0,25000,827.26,0.36,25000
73981,C,36,Completed,2007-09-14 00:00:00,0.127,0.12,0.11,FL,Sales - Retail,Full-time,52.0,True,"$75,000-99,999",True,6250.0,1.0,8.0,0.65,17.0,3000,99.64,0.14,3000
74001,C,36,Completed,2010-04-20 00:00:00,0.1699,0.1523,0.1373,FL,Retail Management,Full-time,3.0,False,"$1-24,999",True,2039.1666670000002,1.0,6.0,0.0,25.0,1025,35.65,0.43,1025
74008,D,36,Completed,2010-08-31 00:00:00,0.16577,0.155,0.145,MN,Other,Full-time,13.0,False,"$25,000-49,999",True,2800.0,0.0,3.0,0.78,17.0,5000,174.55,0.23,5000
74009,C,36,Defaulted,2010-03-14 00:00:00,0.12562,0.1045,0.0945,IL,Engineer - Mechanical,Full-time,310.0,True,"$25,000-49,999",True,2875.0,0.0,1.0,0.86,22.0,3500,113.68,0.28,3500
74020,B,36,Chargedoff,2009-11-29 00:00:00,0.12302,0.109,0.099,AL,Computer Programmer,Full-time,37.0,True,"$25,000-49,999",True,3000.0,1.0,5.0,0.19,10.0,3000,98.07,0.08,3000
74023,E,36,Defaulted,2010-07-13 00:00:00,0.29554,0.28,0.26,TX,Other,Full-time,0.0,True,"$25,000-49,999",True,3916.666667,2.0,10.0,0.96,43.0,5000,160.48,0.4,5000
74034,HR,36,Defaulted,2007-08-11 00:00:00,0.28545,0.27,0.24,CA,Accountant/CPA,Full-time,23.0,False,"$25,000-49,999",True,3750.0,3.0,12.0,0.0,8.0,5108,208.54,0.16,5108
74039,E,36,Completed,2010-09-03 00:00:00,0.24891,0.23,0.22,WA,Administrative Assistant,Full-time,134.0,True,"$25,000-49,999",True,2734.0,4.0,8.0,0.98,18.0,1000,38.71,0.19,1000
74046,AA,36,Chargedoff,2009-12-17 00:00:00,0.11485,0.1079,0.1029,FL,Other,Self-employed,8.0,True,"$1-24,999",True,1666.666667,0.0,7.0,0.13,15.0,11400,372.09,0.49,11400
74053,D,36,Completed,2011-07-01 00:00:00,0.16309,0.1415,0.1315,FL,Teacher,Full-time,10.0,False,"$75,000-99,999",True,6416.666667,1.0,6.0,0.95,24.0,4800,162.73,0.26,4800
74065,A,36,Completed,2009-12-17 00:00:00,0.127,0.12,0.115,FL,Other,Full-time,33.0,False,"$25,000-49,999",True,3492.083333,2.0,5.0,0.0,7.0,15000,498.21,0.14,15000
74072,C,36,Completed,2010-11-29 00:00:00,0.12866,0.1075,0.0975,NJ,Other,Full-time,41.0,True,"$50,000-74,999",True,5000.0,2.0,7.0,0.92,21.0,5000,163.1,0.32,5000
74082,C,36,Defaulted,2009-04-24 00:00:00,0.24753000000000003,0.24,0.23,IL,Teacher,Full-time,178.0,True,"$50,000-74,999",True,5000.0,1.0,8.0,0.82,36.0,13000,510.03,0.68,13000
74084,A,36,Completed,2010-03-19 00:00:00,0.11696,0.11,0.105,CA,Other,Full-time,199.0,False,"$75,000-99,999",True,6750.0,0.0,2.0,0.75,23.0,13000,425.6,0.14,13000
74089,AA,36,Defaulted,2010-02-03 00:00:00,0.13634000000000002,0.1293,0.1193,GA,Nurse (RN),Full-time,21.0,True,"$25,000-49,999",True,3916.666667,2.0,5.0,0.22,27.0,25000,841.51,0.36,25000
74096,A,36,Completed,2011-07-29 00:00:00,0.17595999999999998,0.1615,0.1515,CA,Nurse (RN),Full-time,1.0,False,"$50,000-74,999",True,5583.333333,1.0,4.0,0.45,26.0,19000,669.39,0.23,19000
74101,D,36,Completed,2011-09-04 00:00:00,0.18386,0.162,0.152,TN,Analyst,Full-time,31.0,False,"$25,000-49,999",True,3416.666667,0.0,0.0,0.93,13.0,7500,264.42,0.37,7500
74109,A,36,Completed,2011-07-03 00:00:00,0.13410999999999998,0.12,0.11,FL,Computer Programmer,Full-time,126.0,True,"$75,000-99,999",True,6666.666667,0.0,1.0,0.69,19.0,9900,325.44,0.24,9900
74117,D,36,Completed,2009-10-14 00:00:00,0.29334,0.27,0.26,VA,Professional,Full-time,83.0,True,"$50,000-74,999",True,5666.666667,4.0,15.0,0.96,49.0,1000,40.83,0.46,1000
74124,A,36,Chargedoff,2009-12-18 00:00:00,0.20401,0.1893,0.1793,IL,Other,Full-time,267.0,True,"$75,000-99,999",True,6666.666667,8.0,20.0,0.0,41.0,10000,366.21,0.18,10000
74127,HR,36,Chargedoff,2008-01-06 00:00:00,0.29554,0.28,0.25,TX,Other,Full-time,66.0,False,"$25,000-49,999",True,3000.0,8.0,20.0,0.82,38.0,4000,165.45,0.42,4000
74132,A,36,Chargedoff,2009-07-25 00:00:00,0.36623,0.35,0.34,MD,Other,Full-time,18.0,True,"$100,000+",True,15500.0,4.0,6.0,0.29,21.0,21500,972.57,0.18,21500
74134,C,36,Completed,2011-03-04 00:00:00,0.17423,0.1525,0.1425,WA,Professional,Full-time,119.0,True,"$100,000+",True,13333.333333,1.0,10.0,0.85,36.0,1800,45.84,0.2,1800
74137,A,36,Defaulted,2009-02-09 00:00:00,0.14056,0.1335,0.1235,FL,Food Service Management,Full-time,62.0,True,"$50,000-74,999",True,4541.666667,2.0,14.0,0.51,36.0,8700,294.61,0.46,8700
74146,D,36,Chargedoff,2009-06-24 00:00:00,0.2325,0.21,0.2,MO,Accountant/CPA,Full-time,10.0,True,"$50,000-74,999",True,4166.666667,5.0,6.0,0.82,24.0,5000,188.38,0.32,5000
74149,C,36,Chargedoff,2010-02-11 00:00:00,0.37453000000000003,0.35,0.34,MA,Other,Full-time,99.0,True,"$25,000-49,999",True,3333.333333,1.0,20.0,0.63,9.0,4000,180.94,0.17,4000
74161,B,36,Completed,2011-04-24 00:00:00,0.31573,0.3,0.29,CA,Truck Driver,Self-employed,195.0,False,"$100,000+",True,22333.333333000002,6.0,31.0,0.43,38.0,7000,106.43,0.05,7000
74171,D,36,Defaulted,2009-04-11 00:00:00,0.34915,0.325,0.315,CA,Professional,Full-time,221.0,True,"$75,000-99,999",True,7083.333333,5.0,19.0,0.93,26.0,5500,241.08,0.36,5500
74174,C,36,Defaulted,2009-05-29 00:00:00,0.19519,0.1879,0.1779,MO,Other,Full-time,67.0,True,"$75,000-99,999",True,7166.666667,5.0,20.0,0.66,13.0,7500,274.12,0.18,7500
74175,AA,36,Completed,2010-04-19 00:00:00,0.07365,0.068,0.068,TX,Other,Full-time,15.0,True,"$100,000+",True,11666.666667,0.0,2.0,0.12,15.0,3000,92.36,0.07,3000
74177,C,36,Defaulted,2009-11-21 00:00:00,0.27305999999999997,0.25,0.24,PA,Laborer,Full-time,129.0,True,"$25,000-49,999",True,3141.75,0.0,6.0,0.83,18.0,15000,596.4,0.35,15000
74190,B,36,Completed,2011-09-30 00:00:00,0.1452,0.131,0.121,SC,Professional,Full-time,49.0,True,"$25,000-49,999",True,3083.333333,1.0,9.0,0.67,14.0,5000,168.71,0.3,5000
74197,D,36,Completed,2009-09-01 00:00:00,0.15663,0.1495,0.1395,CO,Other,Full-time,55.0,True,"$50,000-74,999",True,4416.666667,1.0,1.0,0.98,21.0,4800,166.28,0.2,4800
74212,D,36,Completed,2007-10-01 00:00:00,0.21975999999999998,0.2105,0.2005,MI,Sales - Commission,Full-time,24.0,True,"$75,000-99,999",True,6250.0,4.0,8.0,0.84,19.0,2000,75.4,0.11,2000
74218,AA,36,Completed,2010-02-05 00:00:00,0.07708,0.06,0.06,OH,Professional,Full-time,218.0,True,"$50,000-74,999",True,5000.0,0.0,1.0,0.06,34.0,1000,30.42,0.01,1000
74219,HR,36,Chargedoff,2008-07-27 00:00:00,0.26526,0.25,0.24,GA,Other,Full-time,7.0,False,"$25,000-49,999",True,2750.0,5.0,25.0,0.0,13.0,3001,119.32,0.31,3001
74224,C,36,Defaulted,2009-02-04 00:00:00,0.17322,0.1515,0.1415,MT,Sales - Commission,Full-time,53.0,False,"$50,000-74,999",True,4416.666667,2.0,9.0,0.0,2.0,6000,208.43,0.13,6000
74233,D,36,Chargedoff,2009-06-14 00:00:00,0.16460999999999998,0.143,0.133,OH,Retail Management,Full-time,101.0,True,"$25,000-49,999",True,3751.333333,1.0,8.0,0.54,22.0,4000,137.29,0.16,4000
74245,HR,36,Defaulted,2007-10-06 00:00:00,0.27485,0.2595,0.2195,TX,Food Service Management,Full-time,36.0,False,"$1-24,999",True,1138.666667,0.0,5.0,0.0,2.0,2400,96.63,0.42,2400
74262,E,36,Completed,2010-02-18 00:00:00,0.37453000000000003,0.35,0.34,OH,Skilled Labor,Full-time,112.0,False,"$25,000-49,999",True,3913.75,1.0,1.0,0.96,12.0,3800,171.9,0.34,3800
74264,AA,36,Completed,2011-03-28 00:00:00,0.08914,0.0777,0.0777,VA,Other,Part-time,252.0,True,"$25,000-49,999",True,2750.0,5.0,6.0,0.21,23.0,1500,46.85,0.35,1500
74267,D,36,Chargedoff,2008-02-01 00:00:00,0.29274,0.285,0.27,CA,Civil Service,Full-time,214.0,True,"$100,000+",True,16500.0,1.0,26.0,0.96,48.0,18000,749.42,0.18,18000
74276,HR,36,Completed,2009-02-04 00:00:00,0.34408,0.32,0.31,TN,Other,Full-time,66.0,False,"$1-24,999",True,2000.0,8.0,19.0,1.06,2.0,1200,52.27,0.06,1200
74282,C,36,Chargedoff,2010-01-11 00:00:00,0.14942,0.128,0.118,WA,Other,Full-time,168.0,True,"$25,000-49,999",True,3583.333333,2.0,15.0,0.27,31.0,4500,151.19,0.37,4500
74285,D,36,Completed,2011-04-03 00:00:00,0.16309,0.1415,0.1315,FL,Other,Full-time,1.0,False,"$50,000-74,999",True,4583.333333,0.0,7.0,0.79,14.0,7000,239.75,0.23,7000
74292,B,36,Defaulted,2008-11-26 00:00:00,0.1973,0.19,0.18,UT,Other,Full-time,45.0,False,"$1-24,999",True,1680.0,4.0,8.0,0.47,9.0,10000,366.56,0.47,10000
74310,C,36,Chargedoff,2011-02-08 00:00:00,0.16014,0.153,0.143,NC,Skilled Labor,Full-time,66.0,True,"$25,000-49,999",True,3750.0,9.0,12.0,0.26,14.0,4000,139.25,0.13,4000
74318,C,36,Completed,2007-11-07 00:00:00,0.15954000000000002,0.1524,0.1224,MO,Sales - Retail,Part-time,16.0,False,"$1-24,999",True,833.333333,2.0,8.0,0.12,11.0,5000,173.91,0.38,5000
74319,C,36,Completed,2009-05-01 00:00:00,0.28107,0.2588,0.2488,CA,Pilot - Private/Commercial,Full-time,9.0,False,"$25,000-49,999",True,2500.0,1.0,17.0,0.34,32.0,2600,104.59,0.51,2600
74324,D,36,Completed,2010-12-10 00:00:00,0.22868000000000002,0.21,0.2,MI,Analyst,Full-time,6.0,True,"$50,000-74,999",True,4208.333333,4.0,11.0,0.3,36.0,1000,37.68,0.17,1000
74329,A,36,Completed,2010-04-28 00:00:00,0.13684000000000002,0.1298,0.1248,IL,Other,Full-time,9.0,False,"$25,000-49,999",True,4004.0,0.0,0.0,0.28,29.0,15510,522.44,0.33,15510
74333,B,36,Defaulted,2009-03-17 00:00:00,0.15629,0.142,0.132,FL,Other,Full-time,554.0,False,"$75,000-99,999",True,7083.333333,2.0,12.0,0.9,12.0,7000,239.92,0.21,7000
74335,AA,36,Completed,2011-03-29 00:00:00,0.12439000000000001,0.1174,0.1174,FL,Professional,Full-time,175.0,True,"$100,000+",True,9301.5,2.0,7.0,0.62,16.0,22000,727.99,0.15,22000
74343,C,36,Chargedoff,2008-01-18 00:00:00,0.14709,0.14,0.13,IN,Other,Full-time,120.0,True,"$25,000-49,999",True,3500.0,1.0,10.0,0.4,37.0,3000,102.53,0.24,3000
74348,C,36,Completed,2010-07-15 00:00:00,0.15286,0.135,0.125,NC,Military Officer,Full-time,50.0,True,"$50,000-74,999",True,5437.75,0.0,12.0,0.4,29.0,1000,33.94,0.33,1000
74354,E,36,Chargedoff,2009-09-11 00:00:00,0.24961,0.2345,0.2245,CA,Other,Full-time,16.0,False,"$25,000-49,999",True,2861.75,1.0,27.0,0.84,3.0,7200,280.4,0.28,7200
74357,C,36,Chargedoff,2009-03-10 00:00:00,0.21739,0.21,0.18,LA,Teacher,Full-time,48.0,False,"$50,000-74,999",True,4833.333333,13.0,17.0,0.1,20.0,12000,452.1,0.2,12000
74360,A,36,Completed,2011-09-12 00:00:00,0.10336,0.0895,0.0795,VA,Executive,Full-time,123.0,False,"$50,000-74,999",True,5000.0,1.0,5.0,0.25,25.0,6000,190.66,0.2,6000
74375,C,36,Completed,2011-06-16 00:00:00,0.22216,0.1998,0.1898,AR,Executive,Full-time,86.0,True,"$100,000+",True,10000.0,5.0,12.0,0.12,43.0,5000,185.77,0.22,5000
74377,B,36,Defaulted,2010-09-10 00:00:00,0.16717,0.16,0.145,NH,Accountant/CPA,Full-time,486.0,True,"$50,000-74,999",True,6087.333333,5.0,19.0,0.68,32.0,10001,351.61,0.28,10001
74379,C,36,Chargedoff,2010-10-30 00:00:00,0.21300999999999998,0.1945,0.1845,CA,Executive,Full-time,14.0,False,"$75,000-99,999",True,8166.666667,4.0,9.0,0.82,22.0,3000,110.65,0.09,3000
74394,A,36,Completed,2011-03-01 00:00:00,0.09479,0.081,0.071,OH,Professor,Full-time,104.0,True,"$100,000+",True,8333.333333,1.0,1.0,0.94,29.0,1800,40.2,0.23,1800
74403,B,36,Completed,2008-12-02 00:00:00,0.11495,0.108,0.098,CO,Engineer - Electrical,Full-time,32.0,False,"$50,000-74,999",True,5500.0,1.0,1.0,0.51,9.0,5000,163.22,0.05,5000
74409,A,36,Chargedoff,2008-08-03 00:00:00,0.13202,0.125,0.115,GA,Other,Self-employed,40.0,True,"$25,000-49,999",True,3333.333333,2.0,11.0,0.85,43.0,8000,267.63,0.97,8000
74413,D,36,Chargedoff,2010-06-23 00:00:00,0.24753000000000003,0.24,0.23,CA,Other,Full-time,2.0,False,"$50,000-74,999",True,3813.333333,0.0,40.0,0.59,26.0,7500,294.25,0.3,7500
74414,C,36,Chargedoff,2009-04-11 00:00:00,0.16707,0.1599,0.1499,AL,Teacher,Full-time,14.0,False,"$25,000-49,999",True,3000.0,1.0,2.0,0.56,15.0,8500,298.79,0.15,8500
74416,A,36,Completed,2010-05-25 00:00:00,0.09479,0.081,0.071,MN,Computer Programmer,Full-time,58.0,True,"$50,000-74,999",True,5000.0,0.0,2.0,0.83,17.0,2400,75.32,0.16,2400
74417,D,36,Chargedoff,2008-10-18 00:00:00,0.25727,0.2497,0.2397,NC,Sales - Retail,Part-time,14.0,False,"$1-24,999",True,816.666667,1.0,1.0,0.63,2.0,4000,158.98,0.22,4000
74419,D,36,Completed,2011-03-06 00:00:00,0.25903000000000004,0.24,0.23,CA,Student - College Senior,Part-time,30.0,False,"$1-24,999",True,833.333333,6.0,11.0,0.47,8.0,3000,113.79,0.4,3000
74420,A,36,Defaulted,2009-04-23 00:00:00,0.12201,0.108,0.098,ID,Other,Full-time,194.0,False,"$1-24,999",True,1583.333333,1.0,2.0,0.26,10.0,7000,228.51,0.38,7000
74436,AA,36,Completed,2009-02-24 00:00:00,0.08634,0.0795,0.0795,CA,Computer Programmer,Full-time,108.0,True,"$100,000+",True,8555.0,1.0,10.0,0.44,36.0,2900,90.81,0.22,2900
74438,C,36,Completed,2010-02-23 00:00:00,0.12105999999999999,0.1,0.09,WI,Computer Programmer,Full-time,24.0,False,"$25,000-49,999",True,3675.0,0.0,4.0,0.83,19.0,3000,96.8,0.24,3000
74475,E,36,Chargedoff,2010-07-29 00:00:00,0.26292,0.24,0.23,OH,Student - College Graduate Student,Full-time,31.0,False,"$25,000-49,999",True,2916.666667,0.0,3.0,0.99,10.0,3000,117.7,0.19,3000
74485,C,36,Completed,2011-08-19 00:00:00,0.14537,0.124,0.114,MA,Other,Full-time,24.0,False,"$75,000-99,999",True,6416.666667,1.0,2.0,0.7,12.0,4000,133.62,0.1,4000
74492,C,36,Chargedoff,2010-05-16 00:00:00,0.20818000000000003,0.186,0.176,IL,Nurse (LPN),Full-time,5.0,True,"$25,000-49,999",True,2944.0,8.0,30.0,0.96,27.0,3000,109.36,0.09,3000
74506,D,36,Completed,2008-05-23 00:00:00,0.1495,0.1424,0.1324,CA,Military Enlisted,Full-time,56.0,False,"$25,000-49,999",True,4083.333333,2.0,3.0,0.32,15.0,3000,102.88,0.11,3000
74511,AA,36,Completed,2009-08-17 00:00:00,0.11807000000000001,0.1111,0.1061,MN,Engineer - Mechanical,Full-time,5.0,True,"$75,000-99,999",True,6071.916667,0.0,4.0,0.21,39.0,24000,786.98,0.25,24000
74523,AA,36,Completed,2008-06-20 00:00:00,0.0768,0.07,0.07,WI,Computer Programmer,Full-time,34.0,False,"$50,000-74,999",True,4683.333333,0.0,1.0,0.04,4.0,3000,92.63,0.03,3000
74526,AA,36,Completed,2008-09-17 00:00:00,0.13705,0.13,0.12,MA,Other,Full-time,95.0,True,"$50,000-74,999",True,4583.333333,7.0,35.0,0.1,36.0,15000,505.41,0.21,15000
74532,D,36,Completed,2009-07-28 00:00:00,0.22186,0.1995,0.1895,OR,Retail Management,Full-time,137.0,False,"$50,000-74,999",True,5333.333333,5.0,17.0,0.54,10.0,8000,297.1,0.18,8000
74538,D,36,Completed,2010-02-01 00:00:00,0.056720000000000007,0.05,0.04,GA,Accountant/CPA,Full-time,16.0,False,"$50,000-74,999",True,4666.666667,2.0,6.0,0.92,22.0,15000,449.56,0.2,15000
74541,D,36,Completed,2010-05-19 00:00:00,0.15713,0.15,0.14,CO,Computer Programmer,Full-time,57.0,True,"$50,000-74,999",True,4576.0,2.0,4.0,0.0,31.0,9800,339.72,0.17,9800
74543,D,36,Defaulted,2009-05-15 00:00:00,0.17677,0.155,0.145,WI,Teacher,Full-time,128.0,False,"$50,000-74,999",True,4500.0,0.0,0.0,0.96,21.0,5000,174.55,0.27,5000
74544,C,36,Completed,2009-02-10 00:00:00,0.14659,0.1395,0.1295,IL,Other,Full-time,26.0,False,"$50,000-74,999",True,5250.0,2.0,6.0,0.68,16.0,9000,307.38,0.19,9000
74550,C,36,Completed,2010-04-13 00:00:00,0.17722000000000002,0.17,0.16,NC,Realtor,Full-time,24.0,False,"$25,000-49,999",True,3000.0,0.0,11.0,0.56,8.0,9000,320.87,0.11,9000
74552,B,36,Completed,2009-08-11 00:00:00,0.15428,0.14,0.13,AL,Other,Full-time,11.0,True,"$25,000-49,999",True,2535.166667,1.0,9.0,0.31,17.0,10000,341.78,0.4,10000
74556,C,36,Completed,2010-09-11 00:00:00,0.15713,0.15,0.14,CA,Analyst,Full-time,16.0,False,"$50,000-74,999",True,5777.75,1.0,5.0,0.97,11.0,15000,516.53,0.21,15000
74568,C,36,Defaulted,2009-12-19 00:00:00,0.12562,0.1045,0.0945,FL,Other,Full-time,48.0,False,"$75,000-99,999",True,7625.0,0.0,7.0,0.15,18.0,6000,194.87,0.06,6000
74584,AA,36,Completed,2008-07-07 00:00:00,0.08354,0.075,0.075,VA,Analyst,Full-time,8.0,False,"$25,000-49,999",True,3989.0,0.0,0.0,0.07,7.0,2000,62.21,0.02,2000
74585,AA,36,Defaulted,2009-01-20 00:00:00,0.11685999999999999,0.1099,0.1099,VA,Executive,Full-time,30.0,True,"$100,000+",True,8750.0,4.0,25.0,0.27,40.0,10000,327.34,0.18,10000
74589,C,36,Defaulted,2010-10-26 00:00:00,0.1499,0.1428,0.1278,NY,Computer Programmer,Full-time,49.0,False,"$50,000-74,999",True,6000.0,3.0,8.0,0.03,13.0,5000,171.57,0.21,5000
74594,E,36,Completed,2011-05-10 00:00:00,0.19966,0.1776,0.1676,CO,Other,Full-time,26.0,True,"$1-24,999",True,2041.6666670000002,0.0,0.0,0.86,6.0,1000,36.03,0.04,1000
74613,AA,36,Completed,2009-04-07 00:00:00,0.13202,0.125,0.115,CA,Nurse (RN),Full-time,41.0,True,"$100,000+",True,9416.666667,1.0,7.0,0.45,21.0,4000,133.81,0.04,4000
74621,B,36,Completed,2010-03-18 00:00:00,0.18958,0.175,0.165,MO,Professional,Full-time,68.0,True,"$100,000+",True,9166.666667,2.0,8.0,0.96,36.0,15000,538.53,0.24,15000
74625,HR,36,Completed,2011-01-07 00:00:00,0.37453000000000003,0.35,0.34,NY,Administrative Assistant,Full-time,78.0,False,"$25,000-49,999",True,2304.0,12.0,39.0,0.64,8.0,1200,0.0,0.07,1200
74631,A,36,Completed,2011-04-30 00:00:00,0.12201,0.108,0.098,OH,Nurse (RN),Full-time,32.0,True,"$75,000-99,999",True,6833.333333,1.0,4.0,0.83,34.0,2500,81.61,0.33,2500
74633,AA,36,Completed,2008-04-22 00:00:00,0.08584,0.079,0.074,TX,Sales - Commission,Full-time,20.0,True,"$75,000-99,999",True,6666.666667,1.0,5.0,0.0,40.0,3000,93.87,0.08,3000
74644,B,36,Completed,2009-08-06 00:00:00,0.13837,0.1325,0.1225,TX,Teacher,Full-time,105.0,True,"$25,000-49,999",True,3833.333333,3.0,13.0,0.83,19.0,3000,101.44,0.3,3000
74649,A,36,Defaulted,2008-12-31 00:00:00,0.16416,0.1498,0.1398,VA,Executive,Full-time,100.0,True,"$100,000+",True,10441.666667,1.0,1.0,0.92,32.0,15000,519.83,0.23,15000
74657,C,36,Completed,2011-01-30 00:00:00,0.14982,0.1284,0.1184,NY,Analyst,Full-time,28.0,False,"$25,000-49,999",True,2916.666667,3.0,13.0,0.0,25.0,18000,605.1,0.48,18000
74658,D,36,Completed,2007-10-22 00:00:00,0.23851999999999998,0.2296,0.2146,MI,Retail Management,Full-time,67.0,False,"$75,000-99,999",True,6833.333333,17.0,39.0,0.91,38.0,2100,81.25,0.17,2100
74674,E,36,Completed,2010-10-01 00:00:00,0.30564,0.29,0.28,AL,Nurse (RN),Full-time,258.0,True,"$100,000+",True,9331.666667,0.0,7.0,0.87,23.0,15000,628.59,0.26,15000
74676,C,36,Defaulted,2010-02-07 00:00:00,0.23504,0.2125,0.2025,GA,Other,Full-time,68.0,False,"$25,000-49,999",True,3583.333333,0.0,8.0,0.64,4.0,15000,567.05,0.18,15000
74694,E,36,Defaulted,2007-11-22 00:00:00,0.25617,0.241,0.211,IL,Professor,Full-time,8.0,True,"$25,000-49,999",True,3125.0,0.0,6.0,1.21,15.0,2500,98.21,0.24,2500
